dateUSA,maars,taglom,dynamo
20/8/2002,0.381569588,0.082157669,0
20/8/2002,0.384223079,0.082390769,0
20/8/2002,0.379666835,0.082715771,0
20/8/2002,0.382743578,0.082888927,0
20/8/2002,0.383475644,0.083244389,0
20/8/2002,0.384197974,0.083447291,0
20/9/2002,0.384456756,0.083615876,0
20/9/2002,0.38591836,0.083759615,0
20/9/2002,0.386735572,0.086836855,0
20/9/2002,0.389087804,0.088167885,0
20/9/2002,0.388047914,0.087942707,0
20/9/2002,0.387428448,0.085511724,0
20/9/2002,0.389033978,0.083214473,0
20/9/2002,0.389573122,0.08303864,0
20/9/2002,0.39722584,0.086371469,0
20/9/2002,0.396819368,0.088719954,0
20/9/2002,0.394261489,0.087801896,0
20/9/2002,0.400003586,0.094737242,0
20/9/2002,0.389092147,0.096125124,0
20/9/2002,0.396114925,0.100331419,0
20/9/2002,0.395277895,0.102281081,0
20/9/2002,0.393346716,0.106756227,0
20/9/2002,0.39649918,0.107119754,0
20/9/2002,0.393356658,0.105119344,0
20/9/2002,0.390455214,0.105812458,0
20/9/2002,0.391463919,0.113687076,0
20/9/2002,0.395849612,0.11440983,0
20/10/2002,0.397077752,0.112184015,0
20/10/2002,0.396854322,0.113625995,0
20/10/2002,0.399345469,0.109657013,0
20/10/2002,0.402171955,0.112334257,0
20/10/2002,0.400186887,0.11349543,0
20/10/2002,0.402317309,0.113186244,0
20/10/2002,0.404713174,0.118039305,0
20/10/2002,0.404191473,0.113173919,0
20/10/2002,0.402943693,0.107968672,0
20/10/2002,0.404894255,0.111827889,0
20/10/2002,0.405381791,0.105815606,0
20/10/2002,0.404241059,0.097561588,0
20/10/2002,0.402524606,0.0929004,0
20/10/2002,0.401514977,0.094945597,0
20/10/2002,0.403031628,0.088993589,0
20/10/2002,0.403392565,0.087603576,0
20/10/2002,0.404854447,0.089214295,0
20/10/2002,0.405333346,0.091596228,0
20/10/2002,0.405750347,0.091442971,0
20/10/2002,0.407589054,0.093709623,0
20/10/2002,0.407753578,0.095738036,0
20/10/2002,0.409283198,0.095242529,0
